"id_jogo","rodada","data","time_mandante","gols_mandante","gols_visitante","time_visitante","detalhes","pontos_mandante","pontos_visitante"
184,16,2003-07-05,"Atlético-MG",3,2,"Paysandu","Fábio Júnior 17', Cicinho 35', Paulinho 80'; Robgol 68', Balão 76'",3,0
185,16,2003-07-06,"Juventude",1,1,"Internacional","Marcão 4'; Daniel Carvalho 32'",1,1
186,16,2003-07-06,"Grêmio",2,0,"Flamengo","Flávio 26', Ânderson Lima 32'",3,0
187,16,2003-07-06,"Fluminense",1,0,"Bahia","Carlos Alberto Jesus 73'p",3,0
188,16,2003-07-06,"Guarani",3,2,"Goiás","Paulão 25', 69', Alex Meschini 45'; Dimba 36', Araújo 57'",3,0
189,16,2003-07-06,"Atlético-PR",3,1,"Corinthians","Ilan 21', 39', 80'; Gil 86'",3,0
190,16,2003-07-06,"Fortaleza",0,1,"Criciúma","Cametá 59'",0,3
191,16,2003-07-06,"Vitória",1,4,"Ponte Preta","Alecsandro 22'; Roger 41', Jean Carlos 83', 90+2', Romeu 85'",0,3
192,16,2003-07-06,"Santos",3,1,"Coritiba","Jerri 35', Fabiano Costa 58', Preto 61'; Tcheco 81'",3,0
193,17,2003-07-09,"Cruzeiro",2,0,"Fortaleza","Cris 21', 90+1'",3,0
194,17,2003-07-09,"Bahia",2,0,"Guarani","Luiz Alberto 65', Danilo Vergner 81'",3,0
195,17,2003-07-09,"São Caetano",0,0,"Atlético-PR","",1,1
196,17,2003-07-09,"Flamengo",2,1,"Juventude","Rafael 26', Fernando Baiano 54'; Rafael Ledesma 90+2'",3,0
197,17,2003-07-09,"Internacional",2,1,"Vasco da Gama","Diego Barcellos 43', Flávio Luiz 49'; Valdir Bigode 73'",3,0
198,17,2003-07-09,"Goiás",1,1,"Vitória","Dimba 45'p; Dudu Cearense 62'",1,1
199,17,2003-07-09,"Coritiba",0,2,"São Paulo","Luís Fabiano 14', Jean Witte 24'",0,3
200,17,2003-07-09,"Corinthians",1,1,"Santos","Leandro Amaral 90'; Nenê 12'",1,1
201,17,2003-07-09,"Paysandu",1,0,"Figueirense","André Dias 81'",3,0
202,17,2003-07-10,"Paraná",3,1,"Grêmio","Ageu 45+1', Valentim 48', Renaldo 76'; Ânderson Lima 82'p",3,0
203,17,2003-07-10,"Ponte Preta",3,0,"Fluminense","Ronildo 45', Fabrício Carvalho 65', Jean Carlos 82'",3,0
204,17,2003-07-10,"Criciúma",1,0,"Atlético-MG","Cametá 43'",3,0
205,18,2003-07-12,"Atlético-PR",0,0,"Goiás","",1,1
206,18,2003-07-12,"Vasco da Gama",0,2,"Paysandu","Robgol 47', 80'p",0,3
207,18,2003-07-12,"Fortaleza",3,0,"Internacional","Finazzi 6', 55', Alysson 30'",3,0
208,18,2003-07-13,"Grêmio",0,1,"Cruzeiro","Aristizábal 16'",0,3
209,18,2003-07-13,"Atlético-MG",1,0,"Flamengo","Alex Alves 12'",3,0
210,18,2003-07-13,"Ponte Preta",1,0,"Bahia","Fabrício Carvalho 57'",3,0
211,18,2003-07-13,"Vitória",2,0,"Santos","Dudu Cearense 79'p, Gilmar 90+2'",3,0
212,18,2003-07-13,"Corinthians",0,1,"Coritiba","Marcel 55'",0,3
213,18,2003-07-13,"Criciúma",3,0,"Juventude","Paulo César Baier 74', Paulo César Souza 85', Luciano Almeida 86'",3,0
214,18,2003-07-13,"Figueirense",4,2,"Paraná","Léo Macaé 11', Pedro 36', Márcio Goiano 43', Danilo 82'; Marquinhos 41', 72'",3,0
215,18,2003-07-13,"São Caetano",0,2,"Guarani","Wágner 35', Alex Meschini 43'",0,3
216,18,2003-07-13,"Fluminense",1,3,"São Paulo","Sorato 31'p; Luís Fabiano 12', 85'p, Diego Tardelli 63'",0,3
217,19,2003-07-16,"Santos",2,1,"Ponte Preta","Ricardo Oliveira 41', André Luiz Garcia 50'; Jean Carlos 35'",3,0
218,19,2003-07-16,"Flamengo",0,2,"Fortaleza","Vinícius de Abreu 52', 90+4'",0,3
219,19,2003-07-16,"Cruzeiro",4,1,"Vasco da Gama","Deivid 10', 50', 68', Edu Dracena 18'; Rodrigo Souto 56'",3,0
220,19,2003-07-16,"Goiás",1,1,"Corinthians","Josué 28'; Fabinho 50'",1,1
221,19,2003-07-16,"Bahia",0,0,"São Caetano","",1,1
222,19,2003-07-16,"Guarani",2,2,"Vitória","Ruy 63', Simão 72'; Alecsandro 26', 38'",1,1
223,19,2003-07-16,"Internacional",3,3,"Atlético-MG","Daniel Carvalho 23', 45+1', Jefferson Feijão 87'; Guilherme 11', Alex Alves 30', Cicinho 86'",1,1
224,19,2003-07-16,"Juventude",1,2,"Figueirense","Luciano Ratinho 31'p; Cléber 20', Edmílson Matias 53'",0,3
225,19,2003-07-16,"Coritiba",3,0,"Fluminense","Marcel 37', 61', Edu Sales 85'",3,0
226,19,2003-07-17,"Paysandu",1,1,"Grêmio","Wélber 37'; Flávio 48'",1,1
227,19,2003-07-17,"São Paulo",2,0,"Atlético-PR","Rico 62', Gustavo Nery 88'",3,0
228,19,2003-07-31,"Paraná",2,1,"Criciúma","Cristiano Ávalos 25', Marquinhos 77'; Dejair 63'",3,0
229,20,2003-07-19,"Internacional",3,0,"Figueirense","Cleiton Xavier 15', Jefferson Feijão 34', Diego Gavilán 42'p",3,0
230,20,2003-07-19,"Fluminense",1,4,"Santos","Romário 29'; Elano 36', Nenê 45', Ricardo Oliveira 63', Jerri 90+1'",0,3
231,20,2003-07-19,"Corinthians",1,0,"Guarani","Abuda 29'",3,0
232,20,2003-07-19,"Fortaleza",4,3,"Atlético-MG","Vinícius de Abreu 2', 17'p, Alysson 40', Clodoaldo 65'; Tucho 33', Cicinho 39', Marcelo Silva 50'",3,0
233,20,2003-07-20,"Juventude",2,0,"Paysandu","Rafael Ledesma 30', Geufer 80'",3,0
234,20,2003-07-20,"Atlético-PR",2,1,"Bahia","Jackson 22', Dagoberto 51'; Nonato 28'",3,0
235,20,2003-07-20,"Cruzeiro",5,1,"Paraná","Cris 17', Aristizábal 29', 53', Alex 72', Leandro Wanderley 85'; Fernando Miguel 57'",3,0
236,20,2003-07-20,"Vasco da Gama",2,0,"Grêmio","Donizete 20', Rodrigo Souto 26'",3,0
237,20,2003-07-20,"Ponte Preta",1,1,"Coritiba","Fabrício Carvalho 16'; Reginaldo Nascimento 80'",1,1
238,20,2003-07-20,"Criciúma",4,3,"Flamengo","Leonardo 1', Léo Oliveira 4', 37', Paulo César Baier 23'; Andrezinho 57', Jean Ferreira 80', 86'",3,0
239,20,2003-07-20,"Goiás",2,1,"São Caetano","Dimba 78', 86'; Marcinho 70'",3,0
240,20,2003-07-20,"Vitória",0,2,"São Paulo","Fabiano Rodrigues 7', Rico 29'",0,3
241,21,2003-07-23,"Figueirense",0,0,"Vasco da Gama","",1,1
242,21,2003-07-23,"Atlético-MG",2,1,"Juventude","Marcelo Silva 71', Eduardo Scherpel 90+1'; Geufer 78'",3,0
243,21,2003-07-23,"Guarani",1,0,"Atlético-PR","Reinaldo Reis 59'",3,0
244,21,2003-07-23,"Santos",3,3,"Goiás","Jerri 28', Nenê 36', Ricardo Oliveira 60'; Fabão 42', Araújo 45+1', Dimba 68'",1,1
245,21,2003-07-23,"Bahia",0,0,"Corinthians","",1,1
246,21,2003-07-23,"Paraná",4,1,"Fortaleza","Renaldo 11', 19', Maurílio 39', Fernandinho 83'; Vinícius de Abreu 67'",3,0
247,21,2003-07-23,"Paysandu",3,0,"Cruzeiro","Magnum 54', Robgol 58', 86'",3,0
248,21,2003-07-24,"Coritiba",1,1,"Vitória","Souza 87'; Samir 63'",1,1
249,21,2003-07-24,"São Paulo",1,2,"Ponte Preta","Luís Fabiano 54'; Jean Carlos 44', Rafael Santos 90+2'",0,3
250,21,2003-07-24,"Flamengo",2,1,"Internacional","Fernando Baiano 41', Jean Ferreira 74'; Cidimar 29'",3,0
251,21,2003-07-24,"São Caetano",2,0,"Fluminense","Mateus 50', Zé Carlos 69'",3,0
252,21,2003-07-24,"Grêmio",0,2,"Criciúma","Leonardo 66', Luciano Almeida 81'",0,3
253,22,2003-07-26,"Santos",2,1,"Vasco da Gama","André Luiz Garcia 66', Daniel 79'; Marcelinho Carioca 55'",3,0
254,22,2003-07-26,"Goiás",1,1,"Atlético-MG","Dimba 53'; Guilherme 73'",1,1
255,22,2003-07-26,"Atlético-PR",1,1,"Paysandu","Jadson 44'; Zé Augusto 59'",1,1
256,22,2003-07-27,"Internacional",0,0,"São Caetano","",1,1
257,22,2003-07-27,"Fortaleza",2,3,"Ponte Preta","Vinícius de Abreu 45+1', Finazzi 59'; Fabrício Carvalho 5', 56', 82'",0,3
258,22,2003-07-27,"Cruzeiro",5,2,"Bahia","Edu Dracena 7', Aristizábal 45', 59'p, 71', Zinho 77'; Lino 64', Didi 70'",3,0
259,22,2003-07-27,"Vitória",0,3,"Paraná","Ageu 33', Renaldo 57', Marquinhos 68'",0,3
260,22,2003-07-27,"Criciúma",2,3,"Coritiba","Paulo César Baier 58'p, 75'; Ceará 1', Odvan 45', Marcel 72'p",0,3
261,22,2003-07-27,"Guarani",3,0,"Figueirense","Dinelson 7', 34', Gílson Santos 17'",3,0
262,22,2003-07-27,"Flamengo",1,1,"São Paulo","Anderson 90+1'; Diego Tardelli 31'",1,1
263,22,2003-07-27,"Juventude",2,1,"Fluminense","Marcão 19', Rafael Ledesma 58'; Jadílson 51'",3,0
264,22,2003-07-27,"Corinthians",1,0,"Grêmio","Carlos Renato 12'",3,0
265,23,2003-08-02,"Fluminense",2,2,"Cruzeiro","Cris 45'og, Marcão 88'; Aristizábal 13', Mota 41'",1,1
266,23,2003-08-02,"São Caetano",1,1,"Juventude","Tiago 11'; Geufer 90'",1,1
267,23,2003-08-02,"São Paulo",0,2,"Internacional","Wilson 47', Nilmar 80'",0,3
268,23,2003-08-02,"Grêmio",2,0,"Santos","George Lucas 2', Jorge Mutt 37'",3,0
269,23,2003-08-03,"Figueirense",0,1,"Goiás","Araújo 55'",0,3
270,23,2003-08-03,"Paraná",1,1,"Corinthians","Renaldo 1'; Fabinho 51'",1,1
271,23,2003-08-03,"Paysandu",6,1,"Guarani","Magnum 2', Jóbson 9', 17', 82', Borges Neto 76', Sandro Luz 90'; Wágner 40'",3,0
272,23,2003-08-03,"Coritiba",1,1,"Fortaleza","Marco Brito 26'; Finazzi 59'",1,1
273,23,2003-08-03,"Bahia",2,2,"Criciúma","Valdomiro 10', Nonato 73'; Leonardo 56', 82'",1,1
274,23,2003-08-03,"Ponte Preta",1,1,"Flamengo","Lauro 90+7'; Fábio Baiano 33'",1,1
275,23,2003-08-03,"Vasco da Gama",2,1,"Atlético-PR","Donizete 74', Da Silva 76'; Fabrício 89'",3,0
276,23,2003-08-03,"Atlético-MG",1,0,"Vitória","Guilherme 28'",3,0
277,24,2003-08-06,"Goiás",3,1,"Vasco da Gama","Gustavo Carvalho 46', Dimba 50', 58'p; Donizete 29'",3,0
278,24,2003-08-06,"Vitória",1,1,"Paysandu","Alecsandro 35'; Zé Augusto 85'",1,1
279,24,2003-08-06,"Atlético-PR",1,0,"Paraná","Rogério Corrêa 77'",3,0
280,24,2003-08-06,"Criciúma",0,1,"São Caetano","Adhemar 13'",0,3
281,24,2003-08-06,"Santos",3,3,"Atlético-MG","Elano 50', 59', Renato Florêncio 80'; Kim 13', Guilherme 30', Luiz Alberto 84'",1,1
282,24,2003-08-06,"Fortaleza",3,1,"Fluminense","Marcos Paulo 46', 75', Finazzi 85'; Romário 5'",3,0
283,24,2003-08-06,"Juventude",0,0,"Ponte Preta","",1,1
284,24,2003-08-06,"Cruzeiro",1,1,"São Paulo","Mota 76'; Gustavo Nery 50'",1,1
285,24,2003-08-07,"Flamengo",6,0,"Bahia","Fernando 45', Edílson 51' 68', 88', Rafael 65', 67'",3,0
286,24,2003-08-07,"Corinthians",0,1,"Figueirense","William Fabro 81'",0,3
287,24,2003-08-07,"Guarani",2,0,"Grêmio","Bruno Quadros 58', Alex Meschini 83'",3,0
288,24,2003-08-07,"Internacional",1,0,"Coritiba","Nilmar 58'",3,0
289,25,2003-08-09,"Fluminense",1,1,"Criciúma","Rodolfo Bispo 8'; Dejair 2'",1,1
290,25,2003-08-09,"São Paulo",3,1,"Juventude","Carlos Alberto Silveira 38', Diego Tardelli 40', 61'; Geufer 81'",3,0
291,25,2003-08-09,"São Caetano",2,0,"Cruzeiro","Marcinho 42', Serginho 54'",3,0
292,25,2003-08-09,"Paraná",1,2,"Santos","Renaldo 5'; Alex Rodrigo 4', 49'",0,3
293,25,2003-08-10,"Grêmio",1,1,"Atlético-PR","Caio Decossau 6'; Rogério Corrêa 88'",1,1
294,25,2003-08-10,"Paysandu",2,2,"Goiás","Lecheva 13', Sandro Luz 87'; Araújo 45+1', Gustavo Carvalho 70'",1,1
295,25,2003-08-10,"Ponte Preta",1,4,"Internacional","Gérson 18'; Diego Barcellos 5', Fernando Cardozo 55', Jefferson Feijão 66'",0,3
296,25,2003-08-10,"Coritiba",5,0,"Flamengo","Marcel 25', 56', Tcheco 44'p, Edu Sales 68', Roberto Brum 73'p",3,0
297,25,2003-08-10,"Vasco da Gama",0,0,"Guarani","",1,1
298,25,2003-08-10,"Atlético-MG",2,3,"Corinthians","Michel 40', Tucho 46'p; Rogério Régis 22', Gil 43', Robert Almeida 54'",0,3
299,25,2003-08-10,"Bahia",1,0,"Fortaleza","Danilo Vergner 69'",3,0
300,25,2003-08-10,"Figueirense",1,2,"Vitória","Luiz Fernando Acuña 15'; Nenê 35', Arivélton 89'",0,3
301,26,2003-08-16,"Vasco da Gama",1,0,"Vitória","Régis Pitbull 61'",3,0
302,26,2003-08-16,"Bahia",1,3,"Internacional","Didi 70'; Flávio 8'p, Nilmar 38', Edu Silva 62'",0,3
303,26,2003-08-16,"Atlético-MG",1,2,"Atlético-PR","Alex Alves 85'; Alex Mineiro 29', 35'",0,3
304,26,2003-08-16,"Figueirense",1,0,"Santos","Triguinho 85'",3,0
305,26,2003-08-16,"São Paulo",0,0,"Criciúma","played in Ribeirão Preto",1,1
306,26,2003-08-16,"Coritiba",1,0,"Juventude","Edu Sales 67'",3,0
307,26,2003-08-17,"Paysandu",2,2,"Corinthians","Aldrovani 19', Júnior Amorim 80'; Rogério Régis 44'p, 83'",1,1
308,26,2003-08-17,"Fluminense",0,1,"Flamengo","Jean Ferreira 61'´",0,3
309,26,2003-08-17,"São Caetano",3,0,"Fortaleza","Adhemar 7', Marcinho 62', Warley 79'",3,0
310,26,2003-08-17,"Ponte Preta",1,3,"Cruzeiro","Rafael Santos 37'; Aristizábal 34'p, Alex 43', Márcio Nobre 59'",0,3
311,26,2003-08-17,"Grêmio",0,1,"Goiás","Grafite 76'",0,3
312,26,2003-08-17,"Paraná",0,0,"Guarani","",1,1
313,27,2003-08-20,"Flamengo",1,0,"São Caetano","Jean Ferreira 14'",3,0
314,27,2003-08-20,"Santos",2,0,"Paysandu","Alex Rodrigo 62', Diego Ribas 64'",3,0
315,27,2003-08-20,"Corinthians",0,0,"Vasco da Gama","",1,1
316,27,2003-08-20,"Goiás",1,0,"Paraná","Grafite 22'",3,0
317,27,2003-08-20,"Fortaleza",0,2,"São Paulo","Kléber 33', Rico 88'",0,3
318,27,2003-08-20,"Juventude",1,0,"Bahia","Rafael Ledesma 23'p",3,0
319,27,2003-08-20,"Cruzeiro",2,2,"Coritiba","Márcio Nobre 30', Mota 70'; Tcheco 14', Marcel 18'p",1,1
320,27,2003-08-20,"Atlético-PR",1,2,"Figueirense","Rogério Correia 20'; Felipe Oliveira 10', Luciano Sorriso 79'",0,3
321,27,2003-08-20,"Vitória",4,1,"Grêmio","Alessandro Azevedo 11', Zé Roberto 32', Almir 40', Maestri 54'; George Lucas 13'",3,0
322,27,2003-08-21,"Criciúma",3,0,"Ponte Preta","Duílio 6', Dejair 43', 77'",3,0
323,27,2003-08-21,"Internacional",0,1,"Fluminense","Carlos Alberto Jesus 61'",0,3
324,27,2003-08-21,"Guarani",2,2,"Atlético-MG","Wagner 2', Rodrigão 56'p; André Luís Nascimento 17', Juninho 81'",1,1
325,28,2003-08-23,"Santos",2,1,"Flamengo","Elano 14', Alex Rodrigo 22'; Edílson 53'p",3,0
326,28,2003-08-23,"Grêmio",0,0,"São Caetano","",1,1
327,28,2003-08-23,"Atlético-PR",3,1,"Fortaleza","Luciano Santos 1', Daniel Horst 50', 83'; Fernandão 24'",3,0
328,28,2003-08-23,"Goiás",1,0,"Cruzeiro","Dimba 38'p",3,0
329,28,2003-08-24,"Vasco da Gama",3,2,"São Paulo","Beto 42', Henrique 62', Edmundo 66'; Luís Fabiano 50'p, 63'",3,0
330,28,2003-08-24,"Paysandu",3,2,"Ponte Preta","Aldrovani 19', Sandro Luz 32', Jorginho 69'; Ronildo 27', Piá 50'",3,0
331,28,2003-08-24,"Paraná",2,0,"Fluminense","played in Maringá] [Marquinhos 4', Renaldo 90+4'p",3,0
332,28,2003-08-24,"Corinthians",3,1,"Internacional","Wilson 51', 60', Jô 68'; Jéfferson Feijão 30'",3,0
333,28,2003-08-24,"Atlético-MG",1,0,"Bahia","Fábio Júnior 41'",3,0
334,28,2003-08-24,"Vitória",3,0,"Juventude","Zé Roberto 11', 58', Almir 13'",3,0
335,28,2003-08-24,"Figueirense",1,2,"Coritiba","William Fabro 72'; Danilo 34', Edu Sales 46'",0,3
336,28,2003-08-24,"Guarani",1,0,"Criciúma","Dinélson 75'",3,0
337,29,2003-08-30,"Fluminense",2,0,"Grêmio","played in Juiz de Fora] [Marcelo Macedo 38', Lopes 86'",3,0
338,29,2003-08-30,"Fortaleza",0,0,"Santos","",1,1
339,29,2003-08-30,"Cruzeiro",4,1,"Guarani","Alex 4', 37', 82', Aristizábal 53'; Ruy 82'",3,0
340,29,2003-08-30,"São Paulo",1,0,"Paysandu","played in São José do Rio Preto] [Luís Fabiano 67'",3,0
341,29,2003-08-30,"Internacional",0,1,"Vitória","Alecsandro 54'",0,3
342,29,2003-08-31,"São Caetano",1,0,"Vasco da Gama","Marcinho 60'",3,0
343,29,2003-08-31,"Juventude",0,2,"Goiás","Dimba 17', Wando 78'",0,3
344,29,2003-08-31,"Flamengo",1,0,"Corinthians","Jean Ferreira 61'",3,0
345,29,2003-08-31,"Coritiba",2,2,"Atlético-MG","Marcel 56', 75'; Juninho 66', Lúcio Flávio 86'p",1,1
346,29,2003-08-31,"Criciúma",2,0,"Atlético-PR","Léo Mineiro 71', Dejair 87'",3,0
347,29,2003-08-31,"Bahia",4,2,"Paraná","Valdomiro 2', Accioly 48', Jean Carlos Conceição 64', Lino 80'p; Renaldo 31'p, Vandinho 90'",3,0
348,29,2003-08-31,"Ponte Preta",1,1,"Figueirense","Darío Gigena 88'; Filipe Kasmirski 15'",1,1
349,30,2003-09-13,"Corinthians",2,0,"Fortaleza","Abuda 42', Jamelli 73'",3,0
350,30,2003-09-13,"Grêmio",1,1,"Bahia","Adriano 63'; Didi 53'",1,1
351,30,2003-09-13,"Santos",5,2,"Criciúma","William 1', 5', 16', Renato Florêncio 19', 22'; Dejair 2', 33'",3,0
352,30,2003-09-13,"Atlético-PR",1,4,"Cruzeiro","Fernandinho 56'; Alex 19'p, 33'p, Mota 27', 81'",0,3
353,30,2003-09-14,"Vitória",1,0,"Flamengo","Alessandro Azevedo 18'",3,0
354,30,2003-09-14,"Vasco da Gama",1,0,"Fluminense","Ozéia 86'",3,0
355,30,2003-09-14,"Goiás",3,1,"Internacional","Grafite 22', 56', Araújo 35'p; Edu Silva 66'",3,0
356,30,2003-09-14,"Figueirense",2,2,"São Paulo","Fernandinho 35', Sandro Gaúcho 81'; Luís Fabiano 73', Adriano Silvestre 78'",1,1
357,30,2003-09-14,"Atlético-MG",2,0,"Ponte Preta","Fábio Júnior 35', Kim 59'",3,0
358,30,2003-09-14,"Paysandu",1,0,"São Caetano","Wélber 9'",3,0
359,30,2003-09-14,"Guarani",2,0,"Juventude","Dinelson 53', Wagner 88'",3,0
360,30,2003-09-14,"Paraná",2,3,"Coritiba","Renaldo 31'p, Ceará 65'og; Willian 39', Aparecido Lima 67', Marcel 87'",0,3
361,31,2003-09-20,"Fluminense",1,1,"Paysandu","Joãozinho 17'; Aldrovani 65'",1,1
362,31,2003-09-20,"Internacional",2,0,"Guarani","Jefferson Feijão 30', 66'",3,0
363,31,2003-09-20,"Cruzeiro",3,0,"Santos","Aristizábal 14'p, 73', Felipe Mello 69'",3,0
364,31,2003-09-20,"Coritiba",1,0,"Grêmio","Helinho 76'",3,0
365,31,2003-09-20,"Ponte Preta",4,0,"Paraná","played in Santos] [Fabrício Carvalho 25'p, 78', Adrianinho 45', Jean Carlos 82'",3,0
366,31,2003-09-21,"Bahia",3,0,"Vasco da Gama","Didi 15', Lino 56', Accioly 59'",3,0
367,31,2003-09-21,"Criciúma",1,0,"Corinthians","Tico 1'",3,0
368,31,2003-09-21,"Fortaleza",1,0,"Vitória","played in Sobral] [Rena 41'",3,0
369,31,2003-09-21,"Flamengo",1,1,"Goiás","André Gomes 82'; Araújo 12'",1,1
370,31,2003-09-21,"Juventude",4,0,"Atlético-PR","Geufer 21', Leonardo Manzi 33', 45+1', Renatinho 73'",3,0
371,31,2003-09-21,"São Caetano",0,2,"Figueirense","Sandro Gaúcho 62', Márcio Goiano 78'",0,3
372,31,2003-09-21,"São Paulo",2,2,"Atlético-MG","Kléber 21', Rogério Cêni 24'; Alex Alves 7', Fábio Júnior 90+2'",1,1
373,32,2003-09-24,"Guarani",5,3,"Flamengo","Alex Meschini 15', Dinelson 36', Juninho 40', Rafael Silva 56'p, Wagner 80'; Edílson 2', 73'p, Igor Freire 60'",3,0
374,32,2003-09-24,"Goiás",0,1,"Fortaleza","Sérgio 90+1'",0,3
